id,name,discount_amount,issue_start_time,issue_end_time,max_quantity,issued_quantity,expiry_days,created_at,updated_at
4433,Coupon04433,1263,2025-01-01 00:00:00,2025-12-31 23:59:59,3688,1301,21,2025-06-06 01:20:06,2025-06-06 01:20:06
4434,Coupon04434,7741,2025-01-01 00:00:00,2025-12-31 23:59:59,1677,298,60,2025-06-06 01:20:06,2025-06-06 01:20:06
4435,Coupon04435,6211,2025-01-01 00:00:00,2025-12-31 23:59:59,5041,207,57,2025-06-06 01:20:06,2025-06-06 01:20:06
4436,Coupon04436,8238,2025-01-01 00:00:00,2025-12-31 23:59:59,3598,3541,44,2025-06-06 01:20:06,2025-06-06 01:20:06
4437,Coupon04437,4477,2025-01-01 00:00:00,2025-12-31 23:59:59,5267,1503,82,2025-06-06 01:20:06,2025-06-06 01:20:06
4438,Coupon04438,3482,2025-01-01 00:00:00,2025-12-31 23:59:59,6450,1488,66,2025-06-06 01:20:06,2025-06-06 01:20:06
4439,Coupon04439,7191,2025-01-01 00:00:00,2025-12-31 23:59:59,8712,5061,50,2025-06-06 01:20:06,2025-06-06 01:20:06
4440,Coupon04440,1309,2025-01-01 00:00:00,2025-12-31 23:59:59,7077,3160,66,2025-06-06 01:20:06,2025-06-06 01:20:06
4441,Coupon04441,4980,2025-01-01 00:00:00,2025-12-31 23:59:59,9589,5633,71,2025-06-06 01:20:06,2025-06-06 01:20:06
4442,Coupon04442,5564,2025-01-01 00:00:00,2025-12-31 23:59:59,6159,3028,13,2025-06-06 01:20:06,2025-06-06 01:20:06
4443,Coupon04443,1012,2025-01-01 00:00:00,2025-12-31 23:59:59,4991,2960,49,2025-06-06 01:20:06,2025-06-06 01:20:06
4444,Coupon04444,8278,2025-01-01 00:00:00,2025-12-31 23:59:59,5880,5406,15,2025-06-06 01:20:06,2025-06-06 01:20:06
4445,Coupon04445,3761,2025-01-01 00:00:00,2025-12-31 23:59:59,7561,4205,89,2025-06-06 01:20:06,2025-06-06 01:20:06
4446,Coupon04446,7002,2025-01-01 00:00:00,2025-12-31 23:59:59,8680,4328,77,2025-06-06 01:20:06,2025-06-06 01:20:06
4447,Coupon04447,7621,2025-01-01 00:00:00,2025-12-31 23:59:59,6052,3190,87,2025-06-06 01:20:06,2025-06-06 01:20:06
4448,Coupon04448,1113,2025-01-01 00:00:00,2025-12-31 23:59:59,6876,6031,46,2025-06-06 01:20:06,2025-06-06 01:20:06
4449,Coupon04449,1332,2025-01-01 00:00:00,2025-12-31 23:59:59,8368,783,41,2025-06-06 01:20:06,2025-06-06 01:20:06
4450,Coupon04450,2936,2025-01-01 00:00:00,2025-12-31 23:59:59,6453,2957,50,2025-06-06 01:20:06,2025-06-06 01:20:06
4451,Coupon04451,8221,2025-01-01 00:00:00,2025-12-31 23:59:59,8764,2244,61,2025-06-06 01:20:06,2025-06-06 01:20:06
4452,Coupon04452,6743,2025-01-01 00:00:00,2025-12-31 23:59:59,2973,1673,67,2025-06-06 01:20:06,2025-06-06 01:20:06
4453,Coupon04453,3506,2025-01-01 00:00:00,2025-12-31 23:59:59,8885,3485,26,2025-06-06 01:20:06,2025-06-06 01:20:06
4454,Coupon04454,7021,2025-01-01 00:00:00,2025-12-31 23:59:59,7771,7416,68,2025-06-06 01:20:06,2025-06-06 01:20:06
4455,Coupon04455,3314,2025-01-01 00:00:00,2025-12-31 23:59:59,3318,1074,84,2025-06-06 01:20:06,2025-06-06 01:20:06
4456,Coupon04456,6449,2025-01-01 00:00:00,2025-12-31 23:59:59,7183,900,12,2025-06-06 01:20:06,2025-06-06 01:20:06
4457,Coupon04457,6029,2025-01-01 00:00:00,2025-12-31 23:59:59,4828,3089,90,2025-06-06 01:20:06,2025-06-06 01:20:06
4458,Coupon04458,8084,2025-01-01 00:00:00,2025-12-31 23:59:59,5000,1920,64,2025-06-06 01:20:06,2025-06-06 01:20:06
4459,Coupon04459,4296,2025-01-01 00:00:00,2025-12-31 23:59:59,2009,1484,8,2025-06-06 01:20:06,2025-06-06 01:20:06
4460,Coupon04460,7538,2025-01-01 00:00:00,2025-12-31 23:59:59,4085,2370,56,2025-06-06 01:20:06,2025-06-06 01:20:06
4461,Coupon04461,9628,2025-01-01 00:00:00,2025-12-31 23:59:59,2230,1481,49,2025-06-06 01:20:06,2025-06-06 01:20:06
4462,Coupon04462,1196,2025-01-01 00:00:00,2025-12-31 23:59:59,5127,3713,76,2025-06-06 01:20:06,2025-06-06 01:20:06
4463,Coupon04463,3383,2025-01-01 00:00:00,2025-12-31 23:59:59,1502,1134,37,2025-06-06 01:20:06,2025-06-06 01:20:06
4464,Coupon04464,2136,2025-01-01 00:00:00,2025-12-31 23:59:59,9639,2231,90,2025-06-06 01:20:06,2025-06-06 01:20:06
4465,Coupon04465,9171,2025-01-01 00:00:00,2025-12-31 23:59:59,5708,2002,80,2025-06-06 01:20:06,2025-06-06 01:20:06
4466,Coupon04466,1969,2025-01-01 00:00:00,2025-12-31 23:59:59,8842,4625,89,2025-06-06 01:20:06,2025-06-06 01:20:06
4467,Coupon04467,1093,2025-01-01 00:00:00,2025-12-31 23:59:59,4759,2793,69,2025-06-06 01:20:06,2025-06-06 01:20:06
4468,Coupon04468,1103,2025-01-01 00:00:00,2025-12-31 23:59:59,2495,1684,41,2025-06-06 01:20:06,2025-06-06 01:20:06
4469,Coupon04469,6213,2025-01-01 00:00:00,2025-12-31 23:59:59,4008,746,23,2025-06-06 01:20:06,2025-06-06 01:20:06
4470,Coupon04470,8164,2025-01-01 00:00:00,2025-12-31 23:59:59,4560,3491,59,2025-06-06 01:20:06,2025-06-06 01:20:06
4471,Coupon04471,6090,2025-01-01 00:00:00,2025-12-31 23:59:59,1567,240,27,2025-06-06 01:20:06,2025-06-06 01:20:06
4472,Coupon04472,6155,2025-01-01 00:00:00,2025-12-31 23:59:59,9259,206,84,2025-06-06 01:20:06,2025-06-06 01:20:06
4473,Coupon04473,7870,2025-01-01 00:00:00,2025-12-31 23:59:59,2223,1648,61,2025-06-06 01:20:06,2025-06-06 01:20:06
4474,Coupon04474,6397,2025-01-01 00:00:00,2025-12-31 23:59:59,3507,3488,14,2025-06-06 01:20:06,2025-06-06 01:20:06
4475,Coupon04475,5992,2025-01-01 00:00:00,2025-12-31 23:59:59,3103,1745,36,2025-06-06 01:20:06,2025-06-06 01:20:06
4476,Coupon04476,8989,2025-01-01 00:00:00,2025-12-31 23:59:59,5940,1043,27,2025-06-06 01:20:06,2025-06-06 01:20:06
4477,Coupon04477,3697,2025-01-01 00:00:00,2025-12-31 23:59:59,2827,1007,29,2025-06-06 01:20:06,2025-06-06 01:20:06
4478,Coupon04478,4816,2025-01-01 00:00:00,2025-12-31 23:59:59,3481,2356,43,2025-06-06 01:20:06,2025-06-06 01:20:06
4479,Coupon04479,5330,2025-01-01 00:00:00,2025-12-31 23:59:59,2223,1533,7,2025-06-06 01:20:06,2025-06-06 01:20:06
4480,Coupon04480,3117,2025-01-01 00:00:00,2025-12-31 23:59:59,6794,3113,9,2025-06-06 01:20:06,2025-06-06 01:20:06
4481,Coupon04481,7246,2025-01-01 00:00:00,2025-12-31 23:59:59,8053,1210,9,2025-06-06 01:20:06,2025-06-06 01:20:06
4482,Coupon04482,1466,2025-01-01 00:00:00,2025-12-31 23:59:59,7809,3840,71,2025-06-06 01:20:06,2025-06-06 01:20:06
4483,Coupon04483,5286,2025-01-01 00:00:00,2025-12-31 23:59:59,3466,3163,54,2025-06-06 01:20:06,2025-06-06 01:20:06
4484,Coupon04484,5146,2025-01-01 00:00:00,2025-12-31 23:59:59,4321,4175,33,2025-06-06 01:20:06,2025-06-06 01:20:06
4485,Coupon04485,2036,2025-01-01 00:00:00,2025-12-31 23:59:59,7528,2962,87,2025-06-06 01:20:06,2025-06-06 01:20:06
4486,Coupon04486,8920,2025-01-01 00:00:00,2025-12-31 23:59:59,3345,682,76,2025-06-06 01:20:06,2025-06-06 01:20:06
4487,Coupon04487,3545,2025-01-01 00:00:00,2025-12-31 23:59:59,6464,3119,12,2025-06-06 01:20:06,2025-06-06 01:20:06
4488,Coupon04488,8219,2025-01-01 00:00:00,2025-12-31 23:59:59,3991,1383,68,2025-06-06 01:20:06,2025-06-06 01:20:06
4489,Coupon04489,3245,2025-01-01 00:00:00,2025-12-31 23:59:59,9547,3016,79,2025-06-06 01:20:06,2025-06-06 01:20:06
4490,Coupon04490,7273,2025-01-01 00:00:00,2025-12-31 23:59:59,4644,1473,34,2025-06-06 01:20:06,2025-06-06 01:20:06
4491,Coupon04491,7243,2025-01-01 00:00:00,2025-12-31 23:59:59,4266,1400,15,2025-06-06 01:20:06,2025-06-06 01:20:06
4492,Coupon04492,4603,2025-01-01 00:00:00,2025-12-31 23:59:59,4791,3405,26,2025-06-06 01:20:06,2025-06-06 01:20:06
4493,Coupon04493,9829,2025-01-01 00:00:00,2025-12-31 23:59:59,7774,2118,65,2025-06-06 01:20:06,2025-06-06 01:20:06
4494,Coupon04494,2225,2025-01-01 00:00:00,2025-12-31 23:59:59,5143,1326,60,2025-06-06 01:20:06,2025-06-06 01:20:06
4495,Coupon04495,5550,2025-01-01 00:00:00,2025-12-31 23:59:59,2893,1231,75,2025-06-06 01:20:06,2025-06-06 01:20:06
4496,Coupon04496,3856,2025-01-01 00:00:00,2025-12-31 23:59:59,7907,5834,82,2025-06-06 01:20:06,2025-06-06 01:20:06
4497,Coupon04497,7973,2025-01-01 00:00:00,2025-12-31 23:59:59,4199,1583,7,2025-06-06 01:20:06,2025-06-06 01:20:06
4498,Coupon04498,8107,2025-01-01 00:00:00,2025-12-31 23:59:59,7074,5101,23,2025-06-06 01:20:06,2025-06-06 01:20:06
4499,Coupon04499,8369,2025-01-01 00:00:00,2025-12-31 23:59:59,2518,235,27,2025-06-06 01:20:06,2025-06-06 01:20:06
4500,Coupon04500,8726,2025-01-01 00:00:00,2025-12-31 23:59:59,2202,897,58,2025-06-06 01:20:06,2025-06-06 01:20:06
4501,Coupon04501,6397,2025-01-01 00:00:00,2025-12-31 23:59:59,2124,1745,74,2025-06-06 01:20:06,2025-06-06 01:20:06
4502,Coupon04502,4331,2025-01-01 00:00:00,2025-12-31 23:59:59,7494,3010,14,2025-06-06 01:20:06,2025-06-06 01:20:06
4503,Coupon04503,3816,2025-01-01 00:00:00,2025-12-31 23:59:59,1583,504,28,2025-06-06 01:20:06,2025-06-06 01:20:06
4504,Coupon04504,5154,2025-01-01 00:00:00,2025-12-31 23:59:59,6892,5093,47,2025-06-06 01:20:06,2025-06-06 01:20:06
4505,Coupon04505,3758,2025-01-01 00:00:00,2025-12-31 23:59:59,3084,1217,36,2025-06-06 01:20:06,2025-06-06 01:20:06
4506,Coupon04506,3471,2025-01-01 00:00:00,2025-12-31 23:59:59,1253,293,29,2025-06-06 01:20:06,2025-06-06 01:20:06
4507,Coupon04507,3580,2025-01-01 00:00:00,2025-12-31 23:59:59,4942,4726,41,2025-06-06 01:20:06,2025-06-06 01:20:06
4508,Coupon04508,4003,2025-01-01 00:00:00,2025-12-31 23:59:59,9421,5101,42,2025-06-06 01:20:06,2025-06-06 01:20:06
4509,Coupon04509,2057,2025-01-01 00:00:00,2025-12-31 23:59:59,9790,4657,90,2025-06-06 01:20:06,2025-06-06 01:20:06
4510,Coupon04510,3035,2025-01-01 00:00:00,2025-12-31 23:59:59,7009,1928,56,2025-06-06 01:20:06,2025-06-06 01:20:06
4511,Coupon04511,4804,2025-01-01 00:00:00,2025-12-31 23:59:59,7440,6983,88,2025-06-06 01:20:06,2025-06-06 01:20:06
4512,Coupon04512,3293,2025-01-01 00:00:00,2025-12-31 23:59:59,3661,1921,33,2025-06-06 01:20:06,2025-06-06 01:20:06
4513,Coupon04513,3287,2025-01-01 00:00:00,2025-12-31 23:59:59,7176,22,23,2025-06-06 01:20:06,2025-06-06 01:20:06
4514,Coupon04514,9893,2025-01-01 00:00:00,2025-12-31 23:59:59,4622,2373,87,2025-06-06 01:20:06,2025-06-06 01:20:06
4515,Coupon04515,4279,2025-01-01 00:00:00,2025-12-31 23:59:59,2537,985,26,2025-06-06 01:20:06,2025-06-06 01:20:06
4516,Coupon04516,5295,2025-01-01 00:00:00,2025-12-31 23:59:59,5221,4363,21,2025-06-06 01:20:06,2025-06-06 01:20:06
4517,Coupon04517,4451,2025-01-01 00:00:00,2025-12-31 23:59:59,2604,785,21,2025-06-06 01:20:06,2025-06-06 01:20:06
4518,Coupon04518,6653,2025-01-01 00:00:00,2025-12-31 23:59:59,1067,562,85,2025-06-06 01:20:06,2025-06-06 01:20:06
4519,Coupon04519,5408,2025-01-01 00:00:00,2025-12-31 23:59:59,9107,3089,38,2025-06-06 01:20:06,2025-06-06 01:20:06
4520,Coupon04520,3363,2025-01-01 00:00:00,2025-12-31 23:59:59,1243,847,71,2025-06-06 01:20:06,2025-06-06 01:20:06
4521,Coupon04521,8847,2025-01-01 00:00:00,2025-12-31 23:59:59,6311,2515,41,2025-06-06 01:20:06,2025-06-06 01:20:06
4522,Coupon04522,6390,2025-01-01 00:00:00,2025-12-31 23:59:59,3153,690,17,2025-06-06 01:20:06,2025-06-06 01:20:06
4523,Coupon04523,4169,2025-01-01 00:00:00,2025-12-31 23:59:59,8511,2617,57,2025-06-06 01:20:06,2025-06-06 01:20:06
4524,Coupon04524,1221,2025-01-01 00:00:00,2025-12-31 23:59:59,9244,2101,64,2025-06-06 01:20:06,2025-06-06 01:20:06
4525,Coupon04525,5680,2025-01-01 00:00:00,2025-12-31 23:59:59,8839,1451,18,2025-06-06 01:20:06,2025-06-06 01:20:06
4526,Coupon04526,9348,2025-01-01 00:00:00,2025-12-31 23:59:59,6866,3629,75,2025-06-06 01:20:06,2025-06-06 01:20:06
4527,Coupon04527,3109,2025-01-01 00:00:00,2025-12-31 23:59:59,5536,26,54,2025-06-06 01:20:06,2025-06-06 01:20:06
4528,Coupon04528,7793,2025-01-01 00:00:00,2025-12-31 23:59:59,4857,3350,71,2025-06-06 01:20:06,2025-06-06 01:20:06
4529,Coupon04529,6665,2025-01-01 00:00:00,2025-12-31 23:59:59,6398,474,83,2025-06-06 01:20:06,2025-06-06 01:20:06
4530,Coupon04530,3956,2025-01-01 00:00:00,2025-12-31 23:59:59,8287,3599,37,2025-06-06 01:20:06,2025-06-06 01:20:06
4531,Coupon04531,6983,2025-01-01 00:00:00,2025-12-31 23:59:59,5674,4412,22,2025-06-06 01:20:06,2025-06-06 01:20:06
4532,Coupon04532,9819,2025-01-01 00:00:00,2025-12-31 23:59:59,3807,714,37,2025-06-06 01:20:06,2025-06-06 01:20:06
4533,Coupon04533,8839,2025-01-01 00:00:00,2025-12-31 23:59:59,1269,398,9,2025-06-06 01:20:06,2025-06-06 01:20:06
4534,Coupon04534,5908,2025-01-01 00:00:00,2025-12-31 23:59:59,6605,4925,16,2025-06-06 01:20:06,2025-06-06 01:20:06
4535,Coupon04535,9773,2025-01-01 00:00:00,2025-12-31 23:59:59,9065,3949,62,2025-06-06 01:20:06,2025-06-06 01:20:06
4536,Coupon04536,7142,2025-01-01 00:00:00,2025-12-31 23:59:59,7810,819,67,2025-06-06 01:20:06,2025-06-06 01:20:06
4537,Coupon04537,9918,2025-01-01 00:00:00,2025-12-31 23:59:59,3045,1656,55,2025-06-06 01:20:06,2025-06-06 01:20:06
4538,Coupon04538,3009,2025-01-01 00:00:00,2025-12-31 23:59:59,9788,5503,24,2025-06-06 01:20:06,2025-06-06 01:20:06
4539,Coupon04539,3026,2025-01-01 00:00:00,2025-12-31 23:59:59,4028,150,76,2025-06-06 01:20:06,2025-06-06 01:20:06
4540,Coupon04540,9650,2025-01-01 00:00:00,2025-12-31 23:59:59,8807,5822,14,2025-06-06 01:20:06,2025-06-06 01:20:06
4541,Coupon04541,4816,2025-01-01 00:00:00,2025-12-31 23:59:59,9249,239,60,2025-06-06 01:20:06,2025-06-06 01:20:06
4542,Coupon04542,6592,2025-01-01 00:00:00,2025-12-31 23:59:59,3764,1294,54,2025-06-06 01:20:06,2025-06-06 01:20:06
4543,Coupon04543,6141,2025-01-01 00:00:00,2025-12-31 23:59:59,4134,3443,84,2025-06-06 01:20:06,2025-06-06 01:20:06
4544,Coupon04544,1161,2025-01-01 00:00:00,2025-12-31 23:59:59,4233,217,63,2025-06-06 01:20:06,2025-06-06 01:20:06
4545,Coupon04545,5074,2025-01-01 00:00:00,2025-12-31 23:59:59,8536,8186,36,2025-06-06 01:20:06,2025-06-06 01:20:06
4546,Coupon04546,6694,2025-01-01 00:00:00,2025-12-31 23:59:59,8720,5150,18,2025-06-06 01:20:06,2025-06-06 01:20:06
4547,Coupon04547,1540,2025-01-01 00:00:00,2025-12-31 23:59:59,6273,1546,45,2025-06-06 01:20:06,2025-06-06 01:20:06
4548,Coupon04548,7931,2025-01-01 00:00:00,2025-12-31 23:59:59,2294,538,74,2025-06-06 01:20:06,2025-06-06 01:20:06
4549,Coupon04549,3284,2025-01-01 00:00:00,2025-12-31 23:59:59,2154,1073,76,2025-06-06 01:20:06,2025-06-06 01:20:06
4550,Coupon04550,2658,2025-01-01 00:00:00,2025-12-31 23:59:59,9950,7426,49,2025-06-06 01:20:06,2025-06-06 01:20:06
4551,Coupon04551,7023,2025-01-01 00:00:00,2025-12-31 23:59:59,2701,547,87,2025-06-06 01:20:06,2025-06-06 01:20:06
4552,Coupon04552,1779,2025-01-01 00:00:00,2025-12-31 23:59:59,1036,21,24,2025-06-06 01:20:06,2025-06-06 01:20:06
4553,Coupon04553,1898,2025-01-01 00:00:00,2025-12-31 23:59:59,5034,1073,11,2025-06-06 01:20:06,2025-06-06 01:20:06
4554,Coupon04554,6261,2025-01-01 00:00:00,2025-12-31 23:59:59,4316,3420,79,2025-06-06 01:20:06,2025-06-06 01:20:06
4555,Coupon04555,5344,2025-01-01 00:00:00,2025-12-31 23:59:59,5438,4829,33,2025-06-06 01:20:06,2025-06-06 01:20:06
4556,Coupon04556,4308,2025-01-01 00:00:00,2025-12-31 23:59:59,8348,4497,54,2025-06-06 01:20:06,2025-06-06 01:20:06
4557,Coupon04557,9902,2025-01-01 00:00:00,2025-12-31 23:59:59,8585,2643,44,2025-06-06 01:20:06,2025-06-06 01:20:06
4558,Coupon04558,3406,2025-01-01 00:00:00,2025-12-31 23:59:59,8746,6995,62,2025-06-06 01:20:06,2025-06-06 01:20:06
4559,Coupon04559,5632,2025-01-01 00:00:00,2025-12-31 23:59:59,6959,1043,34,2025-06-06 01:20:06,2025-06-06 01:20:06
4560,Coupon04560,1372,2025-01-01 00:00:00,2025-12-31 23:59:59,2117,931,37,2025-06-06 01:20:06,2025-06-06 01:20:06
4561,Coupon04561,3789,2025-01-01 00:00:00,2025-12-31 23:59:59,5118,148,15,2025-06-06 01:20:06,2025-06-06 01:20:06
4562,Coupon04562,2395,2025-01-01 00:00:00,2025-12-31 23:59:59,1520,100,85,2025-06-06 01:20:06,2025-06-06 01:20:06
4563,Coupon04563,7907,2025-01-01 00:00:00,2025-12-31 23:59:59,3147,1726,24,2025-06-06 01:20:06,2025-06-06 01:20:06
4564,Coupon04564,8939,2025-01-01 00:00:00,2025-12-31 23:59:59,2139,1640,50,2025-06-06 01:20:06,2025-06-06 01:20:06
4565,Coupon04565,2327,2025-01-01 00:00:00,2025-12-31 23:59:59,7271,4961,22,2025-06-06 01:20:06,2025-06-06 01:20:06
4566,Coupon04566,1058,2025-01-01 00:00:00,2025-12-31 23:59:59,9263,2071,19,2025-06-06 01:20:06,2025-06-06 01:20:06
4567,Coupon04567,9623,2025-01-01 00:00:00,2025-12-31 23:59:59,6204,3639,29,2025-06-06 01:20:06,2025-06-06 01:20:06
4568,Coupon04568,8359,2025-01-01 00:00:00,2025-12-31 23:59:59,7004,2154,52,2025-06-06 01:20:06,2025-06-06 01:20:06
4569,Coupon04569,4100,2025-01-01 00:00:00,2025-12-31 23:59:59,6938,5302,41,2025-06-06 01:20:06,2025-06-06 01:20:06
4570,Coupon04570,9929,2025-01-01 00:00:00,2025-12-31 23:59:59,6141,1788,18,2025-06-06 01:20:06,2025-06-06 01:20:06
4571,Coupon04571,4525,2025-01-01 00:00:00,2025-12-31 23:59:59,8195,7507,53,2025-06-06 01:20:06,2025-06-06 01:20:06
4572,Coupon04572,8988,2025-01-01 00:00:00,2025-12-31 23:59:59,9685,7753,89,2025-06-06 01:20:06,2025-06-06 01:20:06
4573,Coupon04573,4060,2025-01-01 00:00:00,2025-12-31 23:59:59,7447,3634,70,2025-06-06 01:20:06,2025-06-06 01:20:06
4574,Coupon04574,9534,2025-01-01 00:00:00,2025-12-31 23:59:59,3880,925,87,2025-06-06 01:20:06,2025-06-06 01:20:06
4575,Coupon04575,5830,2025-01-01 00:00:00,2025-12-31 23:59:59,1516,358,55,2025-06-06 01:20:06,2025-06-06 01:20:06
4576,Coupon04576,4851,2025-01-01 00:00:00,2025-12-31 23:59:59,7586,4438,29,2025-06-06 01:20:06,2025-06-06 01:20:06
4577,Coupon04577,6299,2025-01-01 00:00:00,2025-12-31 23:59:59,4875,1729,34,2025-06-06 01:20:06,2025-06-06 01:20:06
4578,Coupon04578,3155,2025-01-01 00:00:00,2025-12-31 23:59:59,1337,1057,14,2025-06-06 01:20:06,2025-06-06 01:20:06
4579,Coupon04579,9439,2025-01-01 00:00:00,2025-12-31 23:59:59,1700,604,74,2025-06-06 01:20:06,2025-06-06 01:20:06
4580,Coupon04580,7899,2025-01-01 00:00:00,2025-12-31 23:59:59,7629,4856,10,2025-06-06 01:20:06,2025-06-06 01:20:06
4581,Coupon04581,5776,2025-01-01 00:00:00,2025-12-31 23:59:59,7879,247,13,2025-06-06 01:20:06,2025-06-06 01:20:06
4582,Coupon04582,2151,2025-01-01 00:00:00,2025-12-31 23:59:59,7316,4729,80,2025-06-06 01:20:06,2025-06-06 01:20:06
4583,Coupon04583,9709,2025-01-01 00:00:00,2025-12-31 23:59:59,3963,2400,42,2025-06-06 01:20:06,2025-06-06 01:20:06
4584,Coupon04584,7466,2025-01-01 00:00:00,2025-12-31 23:59:59,6981,3692,63,2025-06-06 01:20:06,2025-06-06 01:20:06
4585,Coupon04585,2974,2025-01-01 00:00:00,2025-12-31 23:59:59,8512,5812,89,2025-06-06 01:20:06,2025-06-06 01:20:06
4586,Coupon04586,5768,2025-01-01 00:00:00,2025-12-31 23:59:59,1178,1167,22,2025-06-06 01:20:06,2025-06-06 01:20:06
4587,Coupon04587,2144,2025-01-01 00:00:00,2025-12-31 23:59:59,7345,1100,16,2025-06-06 01:20:06,2025-06-06 01:20:06
4588,Coupon04588,5412,2025-01-01 00:00:00,2025-12-31 23:59:59,8194,2038,78,2025-06-06 01:20:06,2025-06-06 01:20:06
4589,Coupon04589,4233,2025-01-01 00:00:00,2025-12-31 23:59:59,5031,1478,22,2025-06-06 01:20:06,2025-06-06 01:20:06
4590,Coupon04590,6165,2025-01-01 00:00:00,2025-12-31 23:59:59,3237,1410,86,2025-06-06 01:20:06,2025-06-06 01:20:06
4591,Coupon04591,4370,2025-01-01 00:00:00,2025-12-31 23:59:59,4681,2135,68,2025-06-06 01:20:06,2025-06-06 01:20:06
4592,Coupon04592,1115,2025-01-01 00:00:00,2025-12-31 23:59:59,3274,1903,39,2025-06-06 01:20:06,2025-06-06 01:20:06
4593,Coupon04593,1382,2025-01-01 00:00:00,2025-12-31 23:59:59,3698,1125,9,2025-06-06 01:20:06,2025-06-06 01:20:06
4594,Coupon04594,9070,2025-01-01 00:00:00,2025-12-31 23:59:59,1769,988,86,2025-06-06 01:20:06,2025-06-06 01:20:06
4595,Coupon04595,2692,2025-01-01 00:00:00,2025-12-31 23:59:59,4484,259,36,2025-06-06 01:20:06,2025-06-06 01:20:06
4596,Coupon04596,3392,2025-01-01 00:00:00,2025-12-31 23:59:59,6343,3635,43,2025-06-06 01:20:06,2025-06-06 01:20:06
4597,Coupon04597,2947,2025-01-01 00:00:00,2025-12-31 23:59:59,4934,613,82,2025-06-06 01:20:06,2025-06-06 01:20:06
4598,Coupon04598,1416,2025-01-01 00:00:00,2025-12-31 23:59:59,8217,7314,28,2025-06-06 01:20:06,2025-06-06 01:20:06
4599,Coupon04599,8183,2025-01-01 00:00:00,2025-12-31 23:59:59,3347,836,73,2025-06-06 01:20:06,2025-06-06 01:20:06
4600,Coupon04600,8692,2025-01-01 00:00:00,2025-12-31 23:59:59,2276,652,45,2025-06-06 01:20:06,2025-06-06 01:20:06
4601,Coupon04601,9737,2025-01-01 00:00:00,2025-12-31 23:59:59,9656,309,42,2025-06-06 01:20:06,2025-06-06 01:20:06
4602,Coupon04602,6074,2025-01-01 00:00:00,2025-12-31 23:59:59,4650,79,72,2025-06-06 01:20:06,2025-06-06 01:20:06
4603,Coupon04603,8653,2025-01-01 00:00:00,2025-12-31 23:59:59,7575,127,14,2025-06-06 01:20:06,2025-06-06 01:20:06
4604,Coupon04604,9105,2025-01-01 00:00:00,2025-12-31 23:59:59,3744,3427,54,2025-06-06 01:20:06,2025-06-06 01:20:06
4605,Coupon04605,8049,2025-01-01 00:00:00,2025-12-31 23:59:59,9372,5801,56,2025-06-06 01:20:06,2025-06-06 01:20:06
4606,Coupon04606,3047,2025-01-01 00:00:00,2025-12-31 23:59:59,8300,5456,41,2025-06-06 01:20:06,2025-06-06 01:20:06
4607,Coupon04607,8597,2025-01-01 00:00:00,2025-12-31 23:59:59,7565,5000,87,2025-06-06 01:20:06,2025-06-06 01:20:06
4608,Coupon04608,1550,2025-01-01 00:00:00,2025-12-31 23:59:59,7228,3165,45,2025-06-06 01:20:06,2025-06-06 01:20:06
4609,Coupon04609,2987,2025-01-01 00:00:00,2025-12-31 23:59:59,4536,1393,40,2025-06-06 01:20:06,2025-06-06 01:20:06
4610,Coupon04610,5172,2025-01-01 00:00:00,2025-12-31 23:59:59,4884,2626,14,2025-06-06 01:20:06,2025-06-06 01:20:06
4611,Coupon04611,8013,2025-01-01 00:00:00,2025-12-31 23:59:59,3491,1141,48,2025-06-06 01:20:06,2025-06-06 01:20:06
4612,Coupon04612,1540,2025-01-01 00:00:00,2025-12-31 23:59:59,7929,2648,24,2025-06-06 01:20:06,2025-06-06 01:20:06
4613,Coupon04613,6055,2025-01-01 00:00:00,2025-12-31 23:59:59,7736,4683,22,2025-06-06 01:20:06,2025-06-06 01:20:06
4614,Coupon04614,9377,2025-01-01 00:00:00,2025-12-31 23:59:59,2908,2010,17,2025-06-06 01:20:06,2025-06-06 01:20:06
4615,Coupon04615,2451,2025-01-01 00:00:00,2025-12-31 23:59:59,8172,3273,50,2025-06-06 01:20:06,2025-06-06 01:20:06
4616,Coupon04616,1786,2025-01-01 00:00:00,2025-12-31 23:59:59,7947,5856,60,2025-06-06 01:20:06,2025-06-06 01:20:06
4617,Coupon04617,2160,2025-01-01 00:00:00,2025-12-31 23:59:59,5954,2183,63,2025-06-06 01:20:06,2025-06-06 01:20:06
4618,Coupon04618,2231,2025-01-01 00:00:00,2025-12-31 23:59:59,3751,2536,69,2025-06-06 01:20:06,2025-06-06 01:20:06
4619,Coupon04619,1703,2025-01-01 00:00:00,2025-12-31 23:59:59,9862,7062,21,2025-06-06 01:20:06,2025-06-06 01:20:06
4620,Coupon04620,4941,2025-01-01 00:00:00,2025-12-31 23:59:59,5684,3449,34,2025-06-06 01:20:06,2025-06-06 01:20:06
4621,Coupon04621,3909,2025-01-01 00:00:00,2025-12-31 23:59:59,3066,182,14,2025-06-06 01:20:06,2025-06-06 01:20:06
4622,Coupon04622,7559,2025-01-01 00:00:00,2025-12-31 23:59:59,4933,2103,70,2025-06-06 01:20:06,2025-06-06 01:20:06
4623,Coupon04623,3990,2025-01-01 00:00:00,2025-12-31 23:59:59,9472,2629,63,2025-06-06 01:20:06,2025-06-06 01:20:06
